,geometry,type,description
34,"LINESTRING (-106.227359407 36.194669895, -106.2271052 36.194692999, -106.225919403 36.195106193, -106.2252132 36.195175499, -106.224817507 36.194992699, -106.2243651 36.194626696, -106.223799102 36.193871595, -106.223544307 36.1933681, -106.223430701 36.1928645, -106.223005705 36.191880397, -106.222779304 36.191582896, -106.222213902 36.191216998, -106.220405206 36.190485895, -106.219557002 36.189799696, -106.218850307 36.189388096, -106.218200006 36.188839093, -106.218058206 36.188449994, -106.217972606 36.187740296, -106.217802502 36.187190898, -106.2174628 36.186641596)",main,The mainflow river upstream of USGS-08290000
35,"LINESTRING (-106.227585904 36.195035994, -106.227359407 36.194669895)",main,The mainflow river upstream of USGS-08290000
36,"LINESTRING (-106.229394101 36.195286199, -106.228377201 36.195332795, -106.227585904 36.195035994)",main,The mainflow river upstream of USGS-08290000
37,"LINESTRING (-106.229677305 36.195789598, -106.2296203 36.195446193, -106.229394101 36.195286199)",main,The mainflow river upstream of USGS-08290000
38,"LINESTRING (-106.229623407 36.197644293, -106.2292841 36.197415695, -106.229170702 36.197118096, -106.229141802 36.196660198, -106.229507901 36.195858397, -106.229677305 36.195789598)",main,The mainflow river upstream of USGS-08290000
39,"LINESTRING (-106.234716304 36.203340694, -106.233811505 36.202746294, -106.233556703 36.202425994, -106.233386606 36.201945297, -106.233300105 36.200754799, -106.2331587 36.200548895, -106.232988805 36.200274199, -106.232112102 36.199611098, -106.231320605 36.199291296, -106.230952807 36.198902398, -106.230048202 36.198468193, -106.229736902 36.198079295, -106.229623407 36.197644293)",main,The mainflow river upstream of USGS-08290000
40,"LINESTRING (-106.242697805 36.212765999, -106.242527604 36.212308295, -106.242187105 36.211461499, -106.241704904 36.210225597, -106.241789103 36.2098362, -106.242211901 36.209217697, -106.243396804 36.208071597, -106.243904203 36.207361199, -106.243875004 36.206720196, -106.243789807 36.206514195, -106.243422106 36.206171095, -106.242432505 36.205668397, -106.241358407 36.205371894, -106.239889503 36.205442093, -106.239522204 36.205373794, -106.237317406 36.204620399, -106.234716304 36.203340694)",main,The mainflow river upstream of USGS-08290000
41,"LINESTRING (-106.243802801 36.2147111, -106.243406907 36.214482494, -106.243010305 36.213864796, -106.242783301 36.213292494, -106.242697805 36.212765999)",main,The mainflow river upstream of USGS-08290000
42,"LINESTRING (-106.246856004 36.215806894, -106.246404104 36.215853199, -106.245019101 36.215556897, -106.243887901 36.214917094, -106.243802801 36.2147111)",main,The mainflow river upstream of USGS-08290000
43,"LINESTRING (-106.249343701 36.216513999, -106.247732602 36.216195099, -106.246856004 36.215806894)",main,The mainflow river upstream of USGS-08290000
44,"LINESTRING (-106.252088502 36.216224194, -106.252003506 36.216361493, -106.250900805 36.216841199, -106.250587605 36.216924794, -106.249937706 36.216925494, -106.249457106 36.216742799, -106.249343701 36.216513999)",main,The mainflow river upstream of USGS-08290000
45,"LINESTRING (-106.254010007 36.216065794, -106.253049105 36.216247998, -106.252088502 36.216224194)",main,The mainflow river upstream of USGS-08290000
46,"LINESTRING (-106.256269701 36.216594495, -106.256156504 36.216685995, -106.255110905 36.216822393, -106.254546002 36.216661595, -106.254066303 36.2162719, -106.254010007 36.216065794)",main,The mainflow river upstream of USGS-08290000
47,"LINESTRING (-106.261778601 36.217286393, -106.261439405 36.217469297, -106.260845803 36.217606194, -106.260111503 36.217330799, -106.2591509 36.217192493, -106.257710002 36.217122398, -106.256778106 36.216709495, -106.256269701 36.216594495)",main,The mainflow river upstream of USGS-08290000
48,"LINESTRING (-106.264293805 36.216968097, -106.264152206 36.217265598, -106.263869405 36.217471398, -106.263501801 36.217585593, -106.262626305 36.2173559, -106.261778601 36.217286393)",main,The mainflow river upstream of USGS-08290000
49,"LINESTRING (-106.269860402 36.2167667, -106.269097306 36.216949299, -106.268023707 36.2168568, -106.266724505 36.216443494, -106.265820302 36.216511495, -106.264293805 36.216968097)",main,The mainflow river upstream of USGS-08290000
50,"LINESTRING (-106.276866704 36.217779696, -106.276669502 36.217275798, -106.276415505 36.217023797, -106.274890304 36.216473095, -106.273930505 36.215808399, -106.273026705 36.215464197, -106.271416306 36.215325497, -106.270455301 36.2155995, -106.270172305 36.215873994, -106.269860402 36.2167667)",main,The mainflow river upstream of USGS-08290000
51,"LINESTRING (-106.278505303 36.218009897, -106.2777704 36.218192495, -106.276866704 36.217779696)",main,The mainflow river upstream of USGS-08290000
52,"LINESTRING (-106.279692404 36.2176902, -106.278872706 36.217849895, -106.278505303 36.218009897)",main,The mainflow river upstream of USGS-08290000
53,"LINESTRING (-106.289447606 36.210736498, -106.287893705 36.2107355, -106.286961004 36.210940994, -106.286452204 36.211215295, -106.284811802 36.212862797, -106.284726806 36.213114597, -106.284754701 36.213435195, -106.284980401 36.213778794, -106.284979902 36.214213796, -106.285205707 36.2144887, -106.285233207 36.215083994, -106.284610905 36.215839095, -106.283507906 36.216799997, -106.282575205 36.216982499, -106.281048603 36.217668295, -106.279692404 36.2176902)",main,The mainflow river upstream of USGS-08290000
54,"LINESTRING (-106.291396305 36.211585097, -106.291029006 36.211561896, -106.290520802 36.211218096, -106.289645202 36.210942693, -106.289447606 36.210736498)",main,The mainflow river upstream of USGS-08290000
55,"LINESTRING (-106.291451506 36.212912999, -106.2913386 36.212821394, -106.291396305 36.211585097)",main,The mainflow river upstream of USGS-08290000
56,"LINESTRING (-106.2962799 36.216235995, -106.293821506 36.216371894, -106.292974003 36.216256797, -106.292324401 36.216004498, -106.2919292 36.215614997, -106.291562505 36.214905098, -106.291451506 36.212912999)",main,The mainflow river upstream of USGS-08290000
57,"LINESTRING (-106.301819406 36.214292996, -106.301283002 36.213903397, -106.300802805 36.213742994, -106.300124705 36.213742599, -106.299502902 36.213948295, -106.299022302 36.214314297, -106.298823901 36.215000995, -106.298569307 36.215344399, -106.298399702 36.215435795, -106.298117004 36.215550095, -106.297325805 36.215709999, -106.2962799 36.216235995)",main,The mainflow river upstream of USGS-08290000
58,"LINESTRING (-106.304926805 36.215210497, -106.304898404 36.2153707, -106.304276504 36.215782493, -106.303485304 36.215873696, -106.302863605 36.215804696, -106.3024683 36.215483896, -106.301903807 36.214773796, -106.301819406 36.214292996)",main,The mainflow river upstream of USGS-08290000
59,"LINESTRING (-106.306594305 36.214593194, -106.306000903 36.214707397, -106.305237703 36.215141997, -106.304926805 36.215210497)",main,The mainflow river upstream of USGS-08290000
60,"LINESTRING (-106.320014507 36.2156296, -106.320014402 36.215881497, -106.319788001 36.216453798, -106.319476902 36.216911599, -106.319307201 36.217163399, -106.318713501 36.217598096, -106.317978807 36.217964299, -106.316763505 36.218261294, -106.316085406 36.218238197, -106.315887801 36.2181236, -106.314871207 36.217024095, -106.314277902 36.216817699, -106.313825905 36.216748893, -106.312978104 36.216977395, -106.311903901 36.217778295, -106.311423406 36.2179612, -106.310632206 36.217915095, -106.309728302 36.217548296, -106.309389502 36.217250496, -106.308909602 36.216609195, -106.308683902 36.216196999, -106.308627702 36.215853497, -106.308317207 36.215326697, -106.307696 36.214845598, -106.306989901 36.214616194, -106.306594305 36.214593194)",main,The mainflow river upstream of USGS-08290000
61,"LINESTRING (-106.321032301 36.214759998, -106.320919104 36.214920193, -106.320325606 36.2152863, -106.320014507 36.2156296)",main,The mainflow river upstream of USGS-08290000
62,"LINESTRING (-106.323915504 36.212585993, -106.323689304 36.212883495, -106.322502106 36.213638693, -106.3219935 36.21373, -106.3214847 36.214027494, -106.321343102 36.214485399, -106.321032301 36.214759998)",main,The mainflow river upstream of USGS-08290000
63,"LINESTRING (-106.326176606 36.211029895, -106.3261199 36.211373299, -106.324593604 36.212380193, -106.323915504 36.212585993)",main,The mainflow river upstream of USGS-08290000
64,"LINESTRING (-106.3371979 36.204393394, -106.3367742 36.204324596, -106.335785605 36.203935094, -106.334373303 36.203591198, -106.333158404 36.203659594, -106.331689201 36.204094194, -106.331152201 36.204551995, -106.330332406 36.205788098, -106.327902101 36.207115196, -106.326969601 36.207229398, -106.326545805 36.207458198, -106.325188801 36.209106199, -106.325103901 36.209357999, -106.3251037 36.209838897, -106.3253012 36.210182399, -106.326007202 36.210755095, -106.326176606 36.211029895)",main,The mainflow river upstream of USGS-08290000
65,"LINESTRING (-106.339627102 36.205378495, -106.339090407 36.205355495, -106.337310806 36.204530798, -106.3371979 36.204393394)",main,The mainflow river upstream of USGS-08290000
66,"LINESTRING (-106.344825007 36.206364095, -106.343638405 36.206524193, -106.3424519 36.206317894, -106.340926602 36.205676496, -106.339627102 36.205378495)",main,The mainflow river upstream of USGS-08290000
67,"LINESTRING (-106.346406706 36.2076924, -106.345474705 36.206524596, -106.344825007 36.206364095)",main,The mainflow river upstream of USGS-08290000
68,"LINESTRING (-106.348100804 36.211493395, -106.347338706 36.208906099, -106.346406706 36.2076924)",main,The mainflow river upstream of USGS-08290000
69,"LINESTRING (-106.348044202 36.211997196, -106.348100804 36.211493395)",main,The mainflow river upstream of USGS-08290000
70,"LINESTRING (-106.352536201 36.213028096, -106.349880502 36.212661393, -106.349513203 36.2127987, -106.348806806 36.212935999, -106.3484395 36.212821499, -106.348185301 36.212615393, -106.348044202 36.211997196)",main,The mainflow river upstream of USGS-08290000
71,"LINESTRING (-106.353101104 36.213806599, -106.353016406 36.213531896, -106.352536201 36.213028096)",main,The mainflow river upstream of USGS-08290000
72,"LINESTRING (-106.371410005 36.220103793, -106.370986104 36.2193712, -106.370647006 36.219165199, -106.369968802 36.218959093, -106.368075602 36.218775995, -106.367510602 36.218546994, -106.365560904 36.218524098, -106.365052402 36.218661495, -106.364628501 36.218936197, -106.363893904 36.219256699, -106.363385305 36.219279498, -106.362707101 36.219165094, -106.362424605 36.218958996, -106.362339802 36.218707196, -106.362311602 36.217447899, -106.361859702 36.216509193, -106.361266404 36.215776496, -106.360390507 36.215158194, -106.359204002 36.214631498, -106.358412802 36.214516893, -106.357621707 36.214539796, -106.356265403 36.214883097, -106.355163507 36.214951597, -106.354654901 36.214905798, -106.354202807 36.214745499, -106.353581302 36.214287594, -106.353327103 36.2139441, -106.353101104 36.213806599)",main,The mainflow river upstream of USGS-08290000
73,"LINESTRING (-106.372286007 36.221866794, -106.371777304 36.221775196, -106.371212102 36.221363097, -106.371155702 36.220607497, -106.371410005 36.220103793)",main,The mainflow river upstream of USGS-08290000
74,"LINESTRING (-106.3805658 36.225598194, -106.380028702 36.224957198, -106.379576601 36.224751197, -106.378163703 36.2245453, -106.377485506 36.223972894, -106.377457105 36.223514996, -106.377654903 36.223171599, -106.377654806 36.222599097, -106.377457 36.222438999, -106.376609206 36.222209997, -106.375592001 36.222301699, -106.374292307 36.222393297, -106.372653306 36.222004198, -106.372286007 36.221866794)",main,The mainflow river upstream of USGS-08290000
75,"LINESTRING (-106.380989701 36.226651296, -106.381018005 36.226445295, -106.3805658 36.225598194)",main,The mainflow river upstream of USGS-08290000
76,"LINESTRING (-106.387999006 36.231114998, -106.387716405 36.231046394, -106.386472605 36.2299705, -106.385370307 36.229329593, -106.382205106 36.227910496, -106.381498501 36.227315299, -106.380989701 36.226651296)",main,The mainflow river upstream of USGS-08290000
77,"LINESTRING (-106.389893003 36.233037896, -106.3889319 36.232351199, -106.3880556 36.231389798, -106.387999006 36.231114998)",main,The mainflow river upstream of USGS-08290000
78,"LINESTRING (-106.392521501 36.234021895, -106.392069302 36.233953297, -106.391419202 36.233724393, -106.390656106 36.233175099, -106.389893003 36.233037896)",main,The mainflow river upstream of USGS-08290000
79,"LINESTRING (-106.395205803 36.2328078, -106.394443303 36.234067194, -106.393934704 36.234364994, -106.393058501 36.234250695, -106.392521501 36.234021895)",main,The mainflow river upstream of USGS-08290000
80,"LINESTRING (-106.3976347 36.228708997, -106.395967305 36.228732295, -106.395628303 36.228915595, -106.395261504 36.230403796, -106.395290405 36.232281193, -106.395205803 36.2328078)",main,The mainflow river upstream of USGS-08290000
81,"LINESTRING (-106.408630401 36.234544098, -106.407217301 36.2343385, -106.403373301 36.233194895, -106.402864501 36.233011797, -106.402129605 36.2327144, -106.401423 36.232302494, -106.400405303 36.231501393, -106.3991611 36.229578599, -106.399189204 36.229486994, -106.398878306 36.229120694, -106.398341201 36.2288462, -106.3976347 36.228708997)",main,The mainflow river upstream of USGS-08290000
82,"LINESTRING (-106.411258802 36.234772094, -106.411230601 36.234886497, -106.410891503 36.235023998, -106.409987301 36.235184595, -106.409450203 36.235093199, -106.4088284 36.234818794, -106.408630401 36.234544098)",main,The mainflow river upstream of USGS-08290000
83,"LINESTRING (-106.419288203 36.239714295, -106.418525003 36.239554293, -106.417337701 36.239050999, -106.417026602 36.238799296, -106.416800104 36.238135397, -106.416799106 36.236578599, -106.416487806 36.235845998, -106.415950507 36.2354571, -106.415215805 36.235434495, -106.412615404 36.234794497, -106.411258802 36.234772094)",main,The mainflow river upstream of USGS-08290000
84,"LINESTRING (-106.431242302 36.238540798, -106.4308182 36.238311894, -106.430366002 36.238243498, -106.4299419 36.238037698, -106.428726107 36.237236999, -106.428245403 36.237031199, -106.4277649 36.237008594, -106.427369304 36.2371004, -106.426691405 36.2375357, -106.426239602 36.238016695, -106.424883701 36.238956094, -106.422538504 36.239850193, -106.421945006 36.239919193, -106.419288203 36.239714295)",main,The mainflow river upstream of USGS-08290000
85,"LINESTRING (-106.432908602 36.2401089, -106.432874203 36.239860393, -106.431357503 36.238649696, -106.431242302 36.238540798)",main,The mainflow river upstream of USGS-08290000
86,"LINESTRING (-106.435714006 36.246653795, -106.435679503 36.246405296, -106.435282104 36.2446796, -106.435456805 36.2436582, -106.435232803 36.242042996, -106.432908602 36.2401089)",main,The mainflow river upstream of USGS-08290000
